                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    480,                 0.4476,                0.29724,                0.86747,                0.99345,                0.96918,                0.98737,                0.94542,                0.29492,                0.20266,                0.73888,              0.0005356,              0.0005356,              0.0005356
                    481,                0.44005,                0.29082,                0.86499,                0.99367,                0.96921,                0.98742,                0.94558,                0.29468,                0.20243,                0.73875,              0.0005158,              0.0005158,              0.0005158
                    482,                0.44984,                0.29835,                0.86974,                0.99367,                 0.9692,                0.98744,                0.94563,                 0.2944,                0.20232,                0.73862,               0.000496,               0.000496,               0.000496
                    483,                0.44308,                0.29585,                0.86896,                0.99375,                 0.9691,                0.98747,                0.94566,                0.29423,                 0.2023,                0.73851,              0.0004762,              0.0004762,              0.0004762
                    484,                0.44744,                0.29559,                0.86962,                0.99385,                0.96909,                 0.9875,                0.94567,                 0.2941,                0.20227,                 0.7384,              0.0004564,              0.0004564,              0.0004564
                    485,                0.44351,                0.29626,                0.86824,                0.99413,                0.96907,                0.98752,                0.94585,                0.29388,                0.20208,                0.73827,              0.0004366,              0.0004366,              0.0004366
                    486,                0.44064,                0.29647,                0.87197,                0.99424,                0.96901,                0.98755,                0.94624,                0.29377,                0.20209,                0.73817,              0.0004168,              0.0004168,              0.0004168
                    487,                0.44041,                0.29318,                0.86893,                0.99456,                0.96907,                0.98758,                0.94615,                0.29339,                0.20194,                0.73805,               0.000397,               0.000397,               0.000397
                    488,                 0.4404,                0.29522,                 0.8715,                0.99469,                0.96909,                 0.9876,                0.94585,                0.29319,                0.20178,                0.73798,              0.0003772,              0.0003772,              0.0003772
                    489,                0.44382,                0.29507,                0.87029,                0.99482,                0.96908,                0.98762,                0.94592,                0.29289,                0.20178,                0.73788,              0.0003574,              0.0003574,              0.0003574
                    490,                0.43707,                0.29225,                0.86825,                0.99486,                0.96905,                0.98766,                0.94633,                 0.2926,                0.20184,                0.73775,              0.0003376,              0.0003376,              0.0003376
                    491,                0.38851,                0.23807,                0.83579,                 0.9951,                0.96913,                0.98765,                0.94606,                0.29236,                0.20161,                0.73761,              0.0003178,              0.0003178,              0.0003178
                    492,                0.37407,                0.23039,                0.82795,                0.99499,                0.96901,                0.98768,                0.94639,                0.29226,                0.20128,                0.73749,               0.000298,               0.000298,               0.000298
                    493,                0.37187,                0.22813,                0.83143,                0.99529,                0.96906,                0.98767,                 0.9464,                0.29199,                0.20107,                0.73737,              0.0002782,              0.0002782,              0.0002782
                    494,                0.36877,                0.22674,                0.82835,                0.99529,                0.96906,                0.98768,                0.94647,                0.29163,                0.20073,                 0.7372,              0.0002584,              0.0002584,              0.0002584
                    495,                0.36378,                0.22494,                0.82644,                 0.9951,                0.96902,                0.98771,                 0.9465,                0.29129,                0.20064,                0.73706,              0.0002386,              0.0002386,              0.0002386
                    496,                0.36325,                0.22445,                0.82927,                0.99523,                0.96884,                0.98773,                0.94651,                0.29106,                0.20003,                0.73695,              0.0002188,              0.0002188,              0.0002188
                    497,                0.36261,                0.22525,                 0.8298,                0.99521,                0.96882,                0.98775,                0.94688,                0.29074,                0.19974,                0.73679,               0.000199,               0.000199,               0.000199
                    498,                 0.3617,                0.22323,                0.83169,                0.99526,                0.96882,                 0.9878,                0.94707,                0.29032,                 0.1993,                0.73663,              0.0001792,              0.0001792,              0.0001792
                    499,                0.35318,                  0.219,                0.82518,                0.99516,                0.96891,                0.98783,                 0.9472,                0.28986,                0.19903,                0.73645,              0.0001594,              0.0001594,              0.0001594
                    500,                0.35723,                0.22068,                0.82661,                0.99504,                0.96907,                0.98782,                0.94717,                 0.2895,                0.19864,                0.73633,              0.0001396,              0.0001396,              0.0001396
